TAXID,SAMPLE,SEQUENCE_ID,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,COVERAGE_PCT,IDENTITY_PCT,DATABASE,ACCESSION,PRODUCT,RESISTANCE,NAME
543,"D33","91190105-8905-41c1-be44-a6bc6f93ac9b",46,934,"+","nleH1","1-882/882","========/======","5/11",99.77,91.81,"vfdb","WP_000951026","(nleH1) Type III secretion system effector NleH1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D29","2a9b72d8-2540-4188-9a5c-807c59c7a94b",1050,1180,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D36","94f2a2d4-de97-4dd1-b880-4dbe2f2dde0c",1994,2274,"+","Col440II_1","1-282/282","========/======","1/1",99.65,97.16,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D32","59f1513a-0334-4ede-a9b5-385c7d46d9b0",3878,4962,"+","OmpA","18-1125/1125","========/======","9/25",96.36,83.05,"card","FO834906.1:2175099-2173974","OmpA is a porin that confers resistance to beta-lactam antibiotics.","peptide","Enterobacteriaceae"
543,"D19","4ef6532a-7c5a-4a2a-8f3c-b0da0c3d0742",1,488,"-","gspJ","1-492/606","========/====..","2/4",80.53,95.94,"vfdb","WP_001250462","(gspJ) general secretion pathway protein J [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D29","66a4ad44-2203-4dd4-954a-60b7e3123731",2638,2768,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","67cd3785-7fa3-4df2-a3a8-7c2311adb556",6006,7374,"+","cpxA","1-1368/1374","========/======","1/1",99.56,98.47,"card","BA000007.3:4905062-4903688","CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.","aminocoumarin;aminoglycoside","Enterobacteriaceae"
543,"D25","bd328a80-b247-4fd7-b31c-b8f5500aa733",1199,2571,"-","cpxA","1-1374/1374","========/======","3/3",99.85,98.76,"card","BA000007.3:4905062-4903688","CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.","aminocoumarin;aminoglycoside","Enterobacteriaceae"
543,"D32","b84e3d8a-675c-4c7e-a3b0-fad986aad31e",893,2267,"-","cpxA","1-1374/1374","========/======","1/1",100,97.45,"card","BA000007.3:4905062-4903688","CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.","aminocoumarin;aminoglycoside","Enterobacteriaceae"
543,"D24","b7579950-ca14-447f-8520-2613b09f8922",1832,1984,"-","Col156_1","1-152/154","========/======","1/1",98.7,97.39,"plasmidfinder","NC_009781","Col156_1__NC_009781",NA,"Enterobacteriaceae"
543,"D19","5c62b338-67a9-4e94-8386-6d682e26d0a3",386,882,"+","IncFIC(FII)_1","1-499/499","========/======","3/4",99.4,95,"plasmidfinder","AP001918","IncFIC(FII)_1__AP001918",NA,"Enterobacteriaceae"
543,"D29","703350a9-0104-402f-addc-8f0c497c460d",1174,1304,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D24","d8d96636-dfe0-4e30-8f70-02316878b798",1909,3211,"-","ybtS","1-1305/1305","========/======","2/2",99.85,99.62,"vfdb","WP_000703040","(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]",NA,"Enterobacteriaceae"
543,"D36","cbfccf87-eca7-4d00-8c0a-ed84f32960e2",2815,4062,"+","mdtA","1-1248/1248","===============","0/0",100,98.32,"card","U00096.1:2154015-2155263","MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.","aminocoumarin","Enterobacteriaceae"
543,"D28","0b8d9e01-aa1b-40df-80a5-10e8883ae2c3",1654,2861,"-","TolC","281-1488/1488","..=============","0/0",81.18,99.42,"card","FJ768952.1:0-1488","TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.","aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D25","b432eb0b-efcd-4df0-a408-904400e69498",2605,2756,"-","Col156_1","1-152/154","===============","0/0",98.7,98.03,"plasmidfinder","NC_009781","Col156_1__NC_009781",NA,"Enterobacteriaceae"
543,"D32","644a311c-dd27-48f6-9f49-735e460072fb",3757,4581,"+","gadX","1-825/825","===============","0/0",100,97.09,"card","AP009048.1:3974604-3975429","GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D25","c9816a3b-fdee-4a0d-a3d9-63b2b4a4a118",3427,3578,"+","Col156_1","1-152/154","===============","0/0",98.7,96.71,"plasmidfinder","NC_009781","Col156_1__NC_009781",NA,"Enterobacteriaceae"
543,"D32","644a311c-dd27-48f6-9f49-735e460072fb",6040,9151,"-","mdtF","1-3114/3114","========/======","1/2",99.94,98.33,"card","U00096.1:3660413-3663527","MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D19","28841581-6554-4e33-978e-95e3010e000d",2595,6424,"+","entF","1-3830/3882","===============","0/0",98.66,95.43,"vfdb","WP_000077767","(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D23","ff61b517-32ff-4475-9169-28c3bf856fa6",2305,3013,"-","yagV/ecpE","1-709/711","========/======","2/2",99.58,96.34,"vfdb","WP_001301550","(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D23","628ac094-8707-4b13-b6b1-e4013e56af87",3593,3966,"+","escI","1-376/378","========/======","1/2",98.94,97.87,"vfdb","WP_001059798","(escI) Type III secretion system inner rod component EscI [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]",NA,"Enterobacteriaceae"
543,"D23","628ac094-8707-4b13-b6b1-e4013e56af87",2678,3030,"-","cesL","1-354/354","========/======","1/1",99.72,98.87,"vfdb","WP_001050992","(cesL) chaperone for SepL [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D29","f16ab71a-9836-4e83-9d77-1e32d6e81b16",4629,5114,"+","STM0276","1-486/486","===============","0/0",100,86.63,"vfdb","NP_459274","(STM0276) Hcp1 family type VI secretion system effector [SCI (Salmonella centrisome island) (VF0974) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",NA,"Enterobacteriaceae"
543,"D22","bf8f59d1-8fd5-4049-9a3f-67009718a895",4412,5899,"-","TolC","1-1488/1488","===============","0/0",100,99.93,"card","FJ768952.1:0-1488","TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.","aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D22","8a1a503d-dd82-422f-bc68-6d296f6e2b83",1483,2302,"-","gadX","1-825/825","========/======","6/9",99.15,95.41,"card","AP009048.1:3974604-3975429","GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D33","8ebabb06-abad-4547-b6de-dd62733974b3",7069,7652,"+","entD","1-584/621","========/======","2/2",93.88,94.36,"vfdb","WP_001375021","(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","e3575c5a-0016-4fc5-bf13-eb7f1548a81b",2795,3069,"+","Col440II_1","1-276/282","========/======","1/1",97.52,95.65,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D25","434890cb-4e4c-4559-a1d6-3739c6de8853",89,738,"+","cgsD","1-651/651","========/======","3/7",99.39,96.33,"vfdb","WP_000481500","(cgsD) transcriptional regulator CsgD [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D19","4ef6532a-7c5a-4a2a-8f3c-b0da0c3d0742",485,856,"-","gspI","1-372/372","===============","0/0",100,94.89,"vfdb","WP_000820136","(gspI) general secretion pathway protein I [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D25","434890cb-4e4c-4559-a1d6-3739c6de8853",1161,1575,"+","cgsF","1-415/417","========/======","2/2",99.28,96.64,"vfdb","WP_001264082","(cgsF) curli production assembly/transport protein CsgF [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D20","7fd01127-2b56-4ded-9301-8a07553bb299",1639,2837,"-","Escherichia_coli_acrA","1-1194/1194","========/======","5/9",99.83,97.92,"card","U00096.3:485619-484425","AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.","cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D19","4ef6532a-7c5a-4a2a-8f3c-b0da0c3d0742",485,856,"-","gspI","1-372/372","===============","0/0",100,94.89,"vfdb","WP_000820136","(gspI) general secretion pathway protein I [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D32","4df85a66-bc81-4811-b22c-cf610f1c9f2c",238,368,"-","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D29","93900ae3-9619-47a3-b929-d27bc1f04222",3838,3969,"+","Col(pHAD28)_1","1-131/131","========/======","1/1",100,90.15,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","8f8005eb-36fb-408f-9aa2-91f42725afad",2911,3039,"+","Col(pHAD28)_1","1-131/131","========/======","3/6",96.95,86.47,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D19","505aff8b-e267-4964-9175-2c2da9babb1c",2471,6585,"+","fdeC","1-4111/4251","========/======","8/14",96.59,94.17,"vfdb","WP_000092542","(fdeC) adhesin FdeC [FdeC (VF0506) - Adherence (VFC0001)] [Escherichia coli O45:K1:H7 str. S88]",NA,"Enterobacteriaceae"
543,"D36","7f2e8573-81b6-49b5-b483-8fda836fe1d7",3138,3268,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","8ec20d97-9648-46d5-8fa2-5885c1ec881b",4004,5192,"+","Escherichia_coli_acrA","1-1194/1194","========/======","6/13",99.25,97.41,"card","U00096.3:485619-484425","AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.","cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D19","4b30f565-ce5d-423c-b8f1-ea42df6c2122",2072,5225,"-","acrB","1-3150/3150","========/======","3/4",100,98.98,"card","U00096.3:484403-481253","Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.","cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D32","6f32d6c6-940b-41ab-ae2e-cfeaaff029c1",1711,2868,"+","mdtE","1-1158/1158","========/======","2/2",99.91,98.79,"card","AP009048.1:3981183-3980025","MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D32","83c7a3ed-9210-47d4-b358-7b072b752d84",1938,2351,"+","H-NS","1-414/414","===============","0/0",100,99.28,"card","BA000007.3:1738104-1737690","H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.","cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline","Enterobacteriaceae"
543,"D32","8810f977-4637-4ab8-819e-16e5886d6802",2883,3704,"+","gadX","1-825/825","========/======","5/5",99.52,96.97,"card","AP009048.1:3974604-3975429","GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D36","4c9d2ca0-6d08-4074-b5af-28b7e05868e7",3814,5008,"-","Escherichia_coli_acrA","1-1194/1194","========/======","1/1",100,99.67,"card","U00096.3:485619-484425","AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.","cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D32","9cb54f94-4771-4eee-ba66-d3812bbfd7c5",5812,6967,"+","mdtE","1-1158/1158","========/======","2/4",99.74,99.31,"card","AP009048.1:3981183-3980025","MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D19","1017114a-5ee9-4bc5-aeeb-d62ee409e82f",1219,1331,"+","Col(pHAD28)_1","19-131/131","..=============","0/0",86.26,92.03,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","9cb54f94-4771-4eee-ba66-d3812bbfd7c5",6992,10105,"+","mdtF","1-3114/3114","========/======","4/6",99.9,98.17,"card","U00096.1:3660413-3663527","MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D25","43a94e71-f8c2-4e0f-a6f2-a71d926e1fca",657,1259,"+","fimB","1-603/603","===============","0/0",100,98.18,"vfdb","WP_000790574","(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D22","4b425584-9f3e-4759-a9b6-d847b1a73186",2326,2456,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D19","3ea77604-c96e-4322-ad68-6b3e6135aa16",2798,2928,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D28","0ae02695-6c2f-4f2f-8f06-28163c59e02a",2160,2838,"+","IncFIB(AP001918)_1","1-682/682","========/======","1/3",99.56,96.48,"plasmidfinder","AP001918","IncFIB(AP001918)_1__AP001918",NA,"Enterobacteriaceae"
543,"D19","65245369-6ddc-42d5-9d26-b114894e1ed5",5706,5825,"-","Col(pHAD28)_1","1-122/131","========/======","2/2",91.6,89.34,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","d6e8ce6e-cc3f-462f-ba78-10f01e05f7ec",1301,3200,"-","espL1","1-1898/1898","========/======","2/2",100,97.53,"vfdb",NA,"(espL1) Type III secretion system effector espL1 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]",NA,"Enterobacteriaceae"
543,"D19","4b30f565-ce5d-423c-b8f1-ea42df6c2122",5247,6441,"-","Escherichia_coli_acrA","1-1194/1194","========/======","1/1",100,99.67,"card","U00096.3:485619-484425","AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.","cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D33","61b501ed-6bec-49cc-af32-b058e91e6ca9",1574,1854,"-","Col440II_1","1-282/282","========/======","1/1",99.65,96.1,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D29","86d71e1a-fed3-4145-b3e1-be47a4beb60b",3322,3452,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","898006d7-a575-4c49-97b5-a88711197b34",875,1005,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","d4fba767-5e43-45a7-a935-b9c338da83fa",2098,2629,"+","fimF","1-531/531","========/======","1/1",100,96.24,"vfdb","WP_001244821","(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D31","4a521df7-2897-41f5-b1d0-b4c8828f01b5",168,1811,"+","YojI","1-1644/1644","===============","0/0",100,97.87,"card","U00096.3:2308615-2306971","YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.","peptide","Enterobacteriaceae"
543,"D35","f922d6be-7ea6-42ee-81e3-48a70939ccda",2640,2791,"+","Col156_1","1-152/154","===============","0/0",98.7,98.03,"plasmidfinder","NC_009781","Col156_1__NC_009781",NA,"Enterobacteriaceae"
543,"D32","9cb54f94-4771-4eee-ba66-d3812bbfd7c5",5812,6967,"+","mdtE","1-1158/1158","========/======","2/4",99.74,99.31,"card","AP009048.1:3981183-3980025","MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D22","17db8ae0-668c-484a-a7ee-9bd1fdd6a188",2555,2685,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D22","456121f9-3c3b-474a-be49-e1fd3148cb15",5310,5440,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,93.13,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D22","bc53f402-30d4-46de-8083-bceb268166e9",9184,11930,"-","acrD","328-3114/3114",".=======/======","67/142",86.58,89.32,"card","AP009048.1:2586250-2589364","AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.","aminoglycoside","Enterobacteriaceae"
543,"D19","014856b1-26b4-41d2-b573-34d635c2817d",3543,5081,"+","emrY","1-1539/1539","===============","0/0",100,99.94,"card","D78168.1:1591-3130","emrY is a multidrug transport that moves substrates across the inner membrane of the Gram-negative E. coli. It is a homolog of emrB.","tetracycline","Enterobacteriaceae"
543,"D32","a20ea389-fe86-4160-b318-8263f4240d17",416,1025,"-","evgA","1-615/615","========/======","3/5",99.19,97.72,"card","BA000007.3:3212025-3212640","EvgA when phosphorylated is a positive regulator for efflux protein complexes emrKY and mdtEF. While usually phosphorylated in a EvgS dependent manner it can be phosphorylated in the absence of EvgS when overexpressed.","fluoroquinolone;macrolide;penam;tetracycline","Enterobacteriaceae"
543,"D29","e4e792bb-da41-4b2b-af77-dd5731464b14",2491,2772,"-","Col440II_1","1-282/282","===============","0/0",100,97.16,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D22","8fb2ddc8-fc33-4f81-a7e7-571346f889df",716,846,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,88.55,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D20","b59c86d1-cabb-4222-a779-d98872deaedf",2602,3186,"+","fimB","1-603/603","========/======","18/48",94.53,87.86,"vfdb","WP_000790574","(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","b59c86d1-cabb-4222-a779-d98872deaedf",3662,4259,"+","fimE","1-597/597","========/======","4/5",99.66,96.67,"vfdb","WP_000044711","(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","b59c86d1-cabb-4222-a779-d98872deaedf",4741,5287,"+","fimA","1-549/549","========/======","6/8",99.09,88.41,"vfdb","WP_000695571","(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","b59c86d1-cabb-4222-a779-d98872deaedf",5352,5897,"+","fimI","1-540/540","========/======","4/6",100,95.24,"vfdb","WP_000824100","(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","b59c86d1-cabb-4222-a779-d98872deaedf",5934,6662,"+","fimC","1-726/726","========/======","6/11",99.45,95.5,"vfdb","WP_000066579","(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","38ae3d2e-875f-4421-b4bf-05562e72185f",3604,3734,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","102c7aa9-ebf6-4f63-b367-5181b4def337",252,1603,"-","tssA","1-1353/1353","========/======","3/3",99.85,99.04,"vfdb","WP_001087735","(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D29","484bcaea-4cc1-498a-9b7b-01445038ae9a",2234,2692,"-","etgA","1-459/459","===============","0/0",100,94.12,"vfdb","WP_000720639","(etgA) T3SS-associated peptidoglycan lytic enzyme  [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D23","5c2c7ec5-97d6-4d22-ae42-3af5b63442e6",2999,4177,"-","gspL","1-1179/1179","========/======","2/2",99.92,96.1,"vfdb","WP_000097229","(gspL) general secretion pathway protein L [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",7173,7987,"-","fepC","1-816/816","========/======","1/1",99.88,99.14,"vfdb","WP_000140634","(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","3d8e4125-4588-45b1-bfda-fa351bd0c829",2065,2345,"-","Col440II_1","1-282/282","========/======","1/1",99.65,96.81,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D36","c50914b7-85ef-4f22-be90-8e530159b9f9",3963,4376,"-","H-NS","1-414/414","===============","0/0",100,99.28,"card","BA000007.3:1738104-1737690","H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.","cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline","Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",10085,11333,"+","entS","1-1251/1251","========/======","2/2",99.84,98.48,"vfdb","WP_001041793","(entS) enterobactin exporter iron-regulated [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",11337,12293,"-","fepB","1-957/957","===============","0/0",100,99.58,"vfdb","WP_001234311","(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",12481,13656,"+","entC","1-1176/1176","===============","0/0",100,99.49,"vfdb","WP_001336900","(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D19","5b5db95e-d17f-42bf-bb29-c41941f47c9c",2809,4456,"+","YojI","1-1644/1644","========/======","3/6",99.94,97.33,"card","U00096.3:2308615-2306971","YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.","peptide","Enterobacteriaceae"
543,"D33","be3ed895-0b43-403b-81d4-7905d108d016",4149,4279,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D25","434890cb-4e4c-4559-a1d6-3739c6de8853",1161,1575,"+","cgsF","1-415/417","========/======","2/2",99.28,96.64,"vfdb","WP_001264082","(cgsF) curli production assembly/transport protein CsgF [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D29","484bcaea-4cc1-498a-9b7b-01445038ae9a",4588,6127,"-","escC","1-1539/1539","========/======","3/3",99.94,91.56,"vfdb","WP_000723931","(escC) Type III secretion system secretin EscC [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]",NA,"Enterobacteriaceae"
543,"D19","213affc1-ebed-4097-803d-325224bd3395",1773,1903,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D29","484bcaea-4cc1-498a-9b7b-01445038ae9a",6588,7160,"-","escJ","1-573/573","===============","0/0",100,91.27,"vfdb","WP_000716189","(escJ) Type III secretion system inner MS ring protein EscJ [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]",NA,"Enterobacteriaceae"
